დაბადება,თავი პირველი,0,1,თავდაპირველაღ ღმერთმა შექმნა ცა და მიწა.,1,დასაბამად ქმნნა ღმერთმან ცაჲ და ქუეყანაჲ.
გამოსვლა,თავი ოცდამეათე,33,33,"ვინც ამის მსგავს რასმე შეაზავებს და ვინც გარეშე კაცს 
		სცხებს მათ, უნდა მოიკვეთოს თავისი ხალხიდან.",33,"რომელმან ქნეს ეგრეთვე და რომელმან უქმნეს უცხოთესლსა, მოისპოს იგი ერისგან თჳსისა."
გამოსვლა,თავი ოცდამეათე,34,34,"უთხრა უფალმა მოსეს: აიღე სურნელებანი: შტახსი, ონიქსი, 
		სურნელოვანი ხელბანა და სუფთა ლებონა, თანაბრად.",34,"და ჰრქუა უფალმან მოსეს: მოიღე შენ სუნელი შტახსი და ფრჩხილი და ბანე და გუნდრუკი 
მჭვინარე სწორ-სწორი იყოს."
გამოსვლა,თავი ოცდამეათე,35,35,"დაამზადე მისგან სასაკმევლე ნაზავი მენელსაცხებელთა 
		ხელოვნებით აზელილი, სუფთა, წმიდა.",35,"და ჰქმნე იგი საკუმეველად მენელსაცხებელთა ქმნულად ნელსაცხებლის მგბოლველთად, 
აღზავებული განრჩეული წმიდაჲ."
გამოსვლა,თავი ოცდამეათე,36,36,"წვრილად დანაყე და დადევი მოწმობის კიდობნის წინ 
		სადღესასწაულო კარავში, სადაც მე გამოგეცხადებით. წმიდათა წმიდა იყოს ეს 
		თქვენთვის.",36,"და მოჰგალო ამისგან წვლილად და დასდვა იგი წინაშე საწამებელთასა და კარსა მას 
კარისა საწამებელისასა, ვინაჲ-იგი გამოგეცხადოდი შენ, წმიდაჲ წმიდათა იყოს 
საკურთხეველი იგი თქუენდა ამის ქმნულებისაებრ."
გამოსვლა,თავი ოცდამეათე,37,37,"არ დაამზადოთ ამგვარად შეზავებული საკმეველი მოსახმარად. 
		სიწმიდედ გქონდეს იგი უფლისათვის.",37,"არა ჰქმნათ თავისა თქუენისა სხუაჲ საკუმეველი, სიწმიდე უფალი იყოს თქუენდა. კაცმან, 
რომელმან ქმნეს ეგრევე, ვითარცა იყნოსა იგი, წარწყმდეს იგი ერისაგან თჳსისა."
გამოსვლა,თავი ოცდამეათე,38,38,"ვინც ამის მსგავსს დაამზადებს საყნოსავად, მოიკვეთება 
		თავისი ხალხიდან.",,
გამოსვლა,თავი ოცდამეთერთმეტე,0,1,ასე უთხრა უფალმა მოსეს:,1,ეტყოდა უფალი მოსეს და ჰრქუა:
გამოსვლა,თავი ოცდამეთერთმეტე,1,2,"აჰა, მოვუწოდე სახელდებით ბეცალიელს, ძესა 
		ურისა, ძისა ხურისა, იუდას შტოდან,",2,"აჰა ეგერა, მიწოდებიეს სახელით ბესელიელ, ძე ურისი, 
		რომელი-იგი არს ოვრაი ტომისაგან იუდასი."
გამოსვლა,თავი ოცდამეთერთმეტე,2,3,"და ავავსე იგი ღვთის სულით, სიბრძნით, გონიერებით, ცოდნით 
		და ყოველი ხელოვნებით,",3,"და აღვავსო იგი სულითა საღმრთოჲთა, სიბრძნითა და 
		მეცნიერებითა, ყოვლითა საქმითა."
გამოსვლა,თავი ოცდამეთერთმეტე,3,4,"რომ შეეძლოს ოქროს, ვერცხლისა და სპილენძის დამუშავება,",4,"განზრახვად და ხუროთმოძღვრებად საქმედ ოქროჲსა მის და 
		ვეცხლისა და რვალისა."
გამოსვლა,თავი ოცდამეთერთმეტე,4,5,"მოსაოჭველი თვლების გათლა, ხის კვეთა ხელოვნურ ნივთთა 
		დასამზადებლად.",5,"და იაკინთისა და ძოწეულისა, და მეწამულისა მის სთულისა და 
		ზეზისა მის ძახილისა სამსახურებელისა მის, და საქმისა მისა ძელით ხუროობისა 
		საქმედ, ყოვლისავე საქმისაებრ."
გამოსვლა,თავი ოცდამეთერთმეტე,5,6,"აჰა, მივუჩინე მას ოჰოლიაბ ახისამაქის ძე დანის ტომიდან 
		და სიბრძნე ჩავუდევი ყოველ ბრძენკაცს გულში, რათა ყველაფერი გააკეთონ, რაც 
		გიბრძანე.",6,"და მე მივსცე მას ელიაბ, ძე აქისამაქისი, ტომისაგან 
		დაანისა და ყოველსა გულისხმის-მყოფელსა გულითა მივეც მეცნიერებაჲ, და ქმნენ 
		ყოველი, რომელი გიბრძანე შენ."
გამოსვლა,თავი ოცდამეთერთმეტე,6,7,"სადღესასწაულო კარავი, მოწმობის კიდობანი სახურავითურთ და 
		კარვის ყოველი ჭურჭელი,",7,"კარავი იგი საწამებელისაჲ და კიდობანი იგი შჯულისა და 
		სალხინებელი მას ზედა და შესამზადებელი იგი კარვისაჲ."
გამოსვლა,თავი ოცდამეთერთმეტე,7,8,"ტაბლა და მისი ჭურჭელი, წმიდა ლამპარი და ყველა მისი 
		ჭურჭელი, საკმევლის სამსხვერპლო,",8,"საკურთხეველები და ტაბლა და ყოველი ჭურჭელი მისი, და სასანთლენი წმიდაჲ და ყოველნი 
ჭურჭელნი მისნი და საკურთხეველი საკუმეველთა."
გამოსვლა,თავი ოცდამეთერთმეტე,8,9,"აღსავლენის სამსხვერპლო და ყველა მისი ჭურჭელი საბანელი 
		თავისი კვარცხლბეკითურთ,",9,და საკურთხეველი შესაწირავთა და ყოველი ჭურჭელი მისი და საბანელი და ხარისხი მისი.
გამოსვლა,თავი ოცდამეთერთმეტე,9,10,"საწესო შესამოსელი, აარონ მღვდლის წმიდა შესამოსელი,",10,"და შესამოსელი ქვესამსახურებელი სიწმიდისანი და სამოსელნი იგი, სამსახურებელნი 
აჰრონისი და სამოსელნი იგი ძეთა მისთანი სამღდელოდ ჩემდა."
გამოსვლა,თავი ოცდამეთერთმეტე,10,11,"მირონი და სურნელოვანი საკმეველი საწმიდარისთვის - 
		ყველაფერი ისე გააკეთონ, როგორც მე გიბრძანე.",11,"და ზეთი იგი ცხებულებისა და საკუმეველი იგი შეზავებული სიწმიდისა მსგავსად ყოვლისა, 
რომელი გიბრძანე შენ, ქმნენ ყოველთაებრ, რომელთა მე გამცნებდ შენ ქმნად."
გამოსვლა,თავი ოცდამეთერთმეტე,11,12,ასე უთხრა უფალმა მოსეს:,12,და იტყოდა უფალი მოსეს მიმართ მეტყველი:
გამოსვლა,თავი ოცდამეთერთმეტე,12,13,"ასე გამოუცხადე ისრაელიანებს: დაიცავით ჩემი შაბათები, 
		რადგან ეს იქნება ნიშანი ჩვენს შორის თაობიდან თაობაში იმის საცოდნელად, 
		რომ მე ვარ უფალი, თქვენი განმწმედელი.",13,"შენ ეტყოდე ძეთა ისრაჱლისათა და არქუ: ეკრძალენით და შაბათი ჩემი დაიმარხენით, 
რამეთუ იგი სასწაული ჩემდამო და თქუენ შორის და ნათესავთა თქვენთა, რათა სცნათ, 
რამეთუ მე ვარ უფალი, რომელმან განგწმიდენ თქუენ."
გამოსვლა,თავი ოცდამეთერთმეტე,13,14,"დაიცავით შაბათი, რადგან წმიდაა იგი თქვენთვის მისი 
		შემბღალავი უნდა მოკვდეს; შაბათობით მოსაქმე უნდა მოიკვეთოს თავისი 
		ხალხიდან.",14,"დაიმარხეთ შაბათი ჩემი, რამეთუ წმიდაჲ არს უფლისა მიერ თქუენ შორის, რომელმან 
შეაგინოს იგი, სიკუდილითა მოკუდეს და ყოველმან, რომელმან ქმნეს საქმე მას შინა, 
მოისპოს სული იგი შორის ერისა მის."
გამოსვლა,თავი ოცდამეთერთმეტე,14,15,"ექვს დღეს აკეთონ საქმე, მეშვიდე დღეს საუქმო შაბათია, 
		უფლისათვის წმიდა. ყველა, ვინც კი შაბათ დღეს საქმეს გააკეთებს, უნდა 
		მოკვდეს.",15,"ექუს დღე იქმოდე საქმესა შენსა, ხოლო დღე იგი მეშჳდე განსუენება არს, წმიდაჲ 
უფლისაჲ. ყოველმან, რომელმან ქმნეს საქმე მას დღესა, სიკუდილითა მოკუედინ."
გამოსვლა,თავი ოცდამეთერთმეტე,15,16,"დაიცვან ისრაელიანებმა შაბათი, რათა უქმობდნენ შაბათს 
		თაობიდან თაობაში. სამარადისოა ეს აღთქმა;",16,"და დაიმარხედ ძეთა ისრაჱლისათა შაბათისა მის. ყოფად მისა ნათესავთა მათ შორის 
სჯულად საუკუნოდ."
გამოსვლა,თავი ოცდამეთერთმეტე,16,17,"ეს იყოს სამარადისო ნიშნად ჩემსა და ისრაელანებს შორის, 
		რადგან ექვს დღეში შექმნა უფალმა ცა და მიწა, მეშვიდე დღეს კი იუქმა და 
		დაისვენა.",17,"შორის ჩემსა და შორის ძეთა ისრაჱლისათა სასწაული არს ჩემ წინაშე საუკუნო, რამეთუ 
ექუსთა დღეთა ქმნა უფალმან ცა და ქუეყანაჲ და დღესა მეშჳდესა დააცადა."
გამოსვლა,თავი ოცდამეთერთმეტე,17,18,"მისცა მოსეს უფალმა, როცა შეწყვიტა მასთან ლაპარაკი 
		სინაის მთაზე, მოწმობის ორი დაფა, ღვთის თითით ნაწერი ფიქალები.",18,"და მოსცა უფალმან მოსეს, რაჟამს დასცხრა სიტყუად მისა მთასა მას ზედა სინასა, ორნი 
იგი ფიცარნი ქვისანი დაწერილნი თითითა ღმრთისაჲთა."
გამოსვლა,თავი ოცდამეთორმეტე,0,1,"დაინახა ხალხმა, რომ აგვიანებდა მოსე მთიდან 
		ჩამოსვლას, თავი მოიყარეს აარონთან და უთხრეს მას: ადექი და გაგვიკეთე 
		ღმერთები, რომლებიც წინ მიგვიძღოდნენ, რადგან არ ვიცით, რა დაემართა იმ 
		კაცს, მოსეს, რომელმაც ეგვიპტიდან გამოგვიყვანა.",1,"და ვითარცა იხილა ერმან მან, რამეთუ დაყოვნა 
		მოსე გარდამოსლვად მიერ მთით, შეკრბა ერი იგი აჰრონის ზედა და ჰრქვეს მას: 
		აღდეგ და მიქმენ ჩუენ ღმერთნი, რომელნი წინაგჳძღოდიან ჩუენ, რამეთუ კაცსა 
		მას მოსეს, რომელმან გამომიყვანა ჩუენ ქუეყანით ეგჳპტით, არა ვიცით, რაჲ 
		შეემთხჳა მას."
გამოსვლა,თავი ოცდამეთორმეტე,1,2,"უთხრა მათ აარონმა: დახსენით ოქროს საყურეები 
		თქვენს ცოლებს, ვაჟებსა და ასულებს და აქ მომიტანეთ.",2,"და ჰრქუა მათ აჰრონ: გამოუღეთ საყურები ოქროჲსა ყურთაგან 
		ცოლთა თქუენთა და ასულთაგან თქუენთა და მომართვით აქა."
გამოსვლა,თავი ოცდამეთორმეტე,2,3,"დაიხსნა მთელმა ხალხმა საყურეები ყურებიდან და მიუტანა 
		აარონს.",3,"და გამოიჴადა ყოველმან ერმან საყურები ოქროჲსა ყურთაგან 
		მათთა და მოართვეს აჰრონს."
გამოსვლა,თავი ოცდამეთორმეტე,3,4,"გამოართვა აარონმა, საჭრეთელით გამოსახა სახე და ჩამოასხა 
		ხბო. თქვეს: ესენი არიან, ისრაელო, შენი ღმერთები, რომლებმაც ეგვიპტიდან 
		გამოგიყვანეს.",4,"და მოიღო იგი ჴელთაგან მათთა და გამოუქმნა იგი გამოწერით 
		და შექმნა ჴბო გამოდნობილად დასხმით. და თქვეს: ესე არიან ღმერთნი შენნი, 
		ისრაილ, რომელთა გამოგიყვანეს შენ ქუეყანით ეგჳპტით."
გამოსვლა,თავი ოცდამეთორმეტე,4,5,"ეს რომ დაინახა აარონმა, სამსხვერპლო ააგო მის წინ. 
		გამოაცხადა აარონმა და თქვა: საუფლო დღესასწაულია ხვალ!",5,"და იხილა აჰრონ და უშენა საკურთხეველი წინაშე მისა და 
		ქადაგი განავლინა მათა აჰრონ და ჰრქუა: დღესასწაული არს უფლისაჲ ხვალე."
გამოსვლა,თავი ოცდამეთორმეტე,5,6,"მეორე დღეს დილაადრიანად ადგნენ და შესწირეს აღსავლენი და 
		მიიტანეს სამადლობელი მსხვერპლი. დასხდა ხალხი საჭმელად და სასმელად. მერე 
		ადგნენ და ცეკვა-თამაში გამართეს.",6,"და აღიმსთო ხვალისაგან და შეწირა მსხვერპლები. და მოიღო 
		შესაწირავი ცხორებისა და დასხდა ერი იგი ჭამად და სუმად და აღდგეს 
		სიმღერად."
გამოსვლა,თავი ოცდამეთორმეტე,6,7,"უთხრა უფალმა მოსეს: ძირს ჩადი, რადგან გაირყვნა შენი 
		ხალხი, რომელიც ეგვიპტიდან გამოიყვანე.",7,"და ეტყოდა უფალი მოსეს და ჰრქუა: გარდაგვალე ადრე ამიერ, 
		რამეთუ უშჯულო იქმნა ერი შენი, რომელი გამოიყვანე ქუეყანით ეგჳპტით."
გამოსვლა,თავი ოცდამეთორმეტე,7,8,"მალე გადაუხვიეს გზიდან, რომელიც დავუდგინე. ჩამოასხეს 
		ხბო, თაყვანს სცემენ მას და მსხვერპლს სწირავენ. ამბობენ: ესენი არიან, 
		ისრაელო, შენი ღმერთები, რომლებმაც ეგვიპტიდან გამოგიყვანეს.",8,"და გარდაჴდეს ადრე გზისა მისგან რომელი ამცენ მათ, იქმნეს თავისა მათისა ჴბოჲ 
გამოდნობილი და თაყუანის-სცეს მას და თქვეს: ესე არიან ღმერთნი შენნი, ისრაჱლ, 
რომელმან აღმოგიყუანა შენ ქუეყანით ეგჳპტით."
გამოსვლა,თავი ოცდამეთორმეტე,8,9,"უთხრა უფალმა მოსეს: ვხედავ ამ ხალხს, თვითრჯული ყოფილა 
		ეს ხალხი.",9,"და ჰრქუა უფალმან მოსეს: ვიხილე ერი იგი, აჰა, ერი ქედფიცხელი არს."
გამოსვლა,თავი ოცდამეთორმეტე,9,10,"ახლა მიმიშვი, რათა აინთოს ჩემი რისხვა მათზე და 
		გადავბუგო, შენ კი დიდ ხალხად გაგხადო.",10,"და აწ მიტევე მე და განვრისხნე გულისწყრომითა დიდითა. და აღვჴოცნე იგინი და გყო შენ 
ნათესავად დიდად."
გამოსვლა,თავი ოცდამეთორმეტე,10,11,"ვედრება დაუწყო მოსემ უფალს, თავის ღმერთს და უთხრა: 
		რისთვის უნდა აინთო რისხვით, უფალო, ამ ხალხის მიმართ, რომელიც ეგვიპტიდან 
		გამოგიყვანია დიადი ძალითა და მაგარი მკლავით.",11,"და ევედრა მოსე უფალსა ღმერთსა და ჰრქუა: რაჲსათჳს განრისხნები ერსა შენსა ზედა 
გულისწყრომითა შენითა, რომელი აღმოიყვანე ქუეყანით ეგჳპტით ძალითა დიდითა და 
მკლავითა მაღლითა?"
გამოსვლა,თავი ოცდამეთორმეტე,11,12,"რისთვის უნდა ათქმევინო ეგვიპტეს, დასაღუპავად გაიყვანაო 
		ისინი, რომ მთებში ამოეხოცა და მიწის პირიდან აღეგავაო. დაიცხრე რისხვა და 
		თავი შეიკავე ამ ხალხის დაღუპვისაგან.",12,"ნუუკუე თქუან მეგჳპტელთა მათ, ვითარმედ ზაკჳთ განიყვანა იგინი ღმერთმან მოწყვედად 
მთათა ზედა და აჴოცად მათა ქუეყანით, დასცხერ რისხჳსაგან გულისწყრომისა შენისა და 
ლხინება-ყავ უკეთურებისა მისთჳს ერისა შენისა."
გამოსვლა,თავი ოცდამეთორმეტე,12,13,"გაიხსენე აბრაამი, ისაკი და ისრაელი, შენი მორჩილნი, 
		რომელთაც შენ თავი დაუფიცე და უთხარი: ცის ვარსკვლავებივით გაგიმრავლებთ 
		შთამომავლობას და მივცემ მთელს ამ აღთქმულ მიწას თქვენს შთამომავლობას, რომ 
		სამარადისოდ დაიმკვიდრონო.",13,"მოიჴსენე აბრაჰამისი, ისაკისი და იაკობისი, მსახურთა შენთა, რომელთა-იგი ეფუცა 
თავისა შენისა, ეტყოდე და ჰრქჳ: ფრიად განვამრავლო ნათესავი თქუენი, ვითარცა 
ვარსკულავნი ცისანი სიმრავლითა და ყოველი ესე ქუეყანაჲ, რომელ სთქუ, მიცემად 
ნათესავსა მათსა, და დაიპყრან იგი უკუნისამდე."
გამოსვლა,თავი ოცდამეთორმეტე,13,14,გადაიფიქრა უფალმა და აღარ დაატეხა უბედურება თავის ერს.,14,"და ლხინებაჲ-ყო ბოროტისა მისთჳს ერისა, რომელ თქუა ყოფად მათდა."
გამოსვლა,თავი ოცდამეთორმეტე,14,15,"პირი იბრუნა მოსემ და ჩამოვიდა მთიდან, ხელში აღთქმის ორი 
		ფიქალი ეჭირა, ორსავე მხარეს ნაწერი ფიქალები. აქეთაც და იქითაც წარწერები 
		იყო.",15,"მოიქცა მოსე და გარდამოვიდოდა მიერ მთით და ორნი იგი ფიცარნი წამებისანი ჴელთა 
მისთა, ფიცარნი ქვისანი, რომელნი წერილ იყო ორკერძოვე (იმიერ და ამიერ)."
გამოსვლა,თავი ოცდამეთორმეტე,15,16,"ღვთის ნაკეთები იყო ეს ფიქალები, წარწერაც ღვთისა იყო, 
		ფიქალებზე ამოკვეთილი.",16,"ფიცარნი იგი ქნულნი ღმრთისანი იყვნეს და წერილი იგი იყო წერილი ღმრთისაჲ გამოდგმულ 
ფიცართა მათ."
გამოსვლა,თავი ოცდამეთორმეტე,16,17,"მოესმა იესოს ხალხის ხმაური და უთხრა მოსეს: საომარი 
		ყიჟინაა ბანაკში.",17,"და ესმა ისოს, ძესა ნავესასა, ჴმაჲ იგი ერისა მის და ჰრქუა მოსეს: ჴმაჲ ბრძოლისა 
მესმის ბანაკსა მას."
გამოსვლა,თავი ოცდამეთორმეტე,17,18,"თქვა მოსემ: ეს არც გამარჯვების ყიჟინაა და არც 
		დამარცხების ზარი, არამედ სიმღერის ხმები მესმის.",18,"და ჰრქუა: არა არს ჴმაჲ ესე მთავართაგან ძლევისა, არამედ ჴმაჲ განცხრომისა."
გამოსვლა,თავი ოცდამეთორმეტე,18,19,"როგორც კი მიუახლოვდა ბანაკს და დაინახა ხბო და როკვა, 
		რისხვით აღინთო მოსე და ხელიდან გააგდო ფიქალები და მიამსხვრია მთის ძირას.",19,"და ვითარცა მოეახლა ბანაკსა მას, იხილა ჴბოჲ იგი და მწყობრი და განრისხნა მოსე 
გულისწყრომითა და განუტევა ჴელთაგან თჳსთა ორნი იგი ფიცარნი და შემუსრნა იგინი 
მთასა მას ქუეშე."
გამოსვლა,თავი ოცდამეთორმეტე,19,20,"აიღო მათი გაკეთებული ხბო, ცეცხლში დაწვა, მტვრად აქცია, 
		წყალს მოაფრქვია და ისრაელიანებს შეასვა.",20,"და ჴბოჲ იგი, რომელ ქმნეს, დაწვა იგი ცეცხლითა, დამუსრნა წვლილად და შთააბნია იგი 
წყალსა და ასვა იგი ძეთა ისრაჱლისათა."
გამოსვლა,თავი ოცდამეთორმეტე,20,21,"უთხრა მოსემ აარონს: რა დაგიშავა ამ ხალხმა, ასეთ დიდ 
		ცოდვაში რომ ჩააგდე.",21,"და ჰრქუა მოსე აჰრონს: რაჲ გიყო ერმან ამან, რამეთუ მოაწიე მათ ზედა ცოდვაჲ დიდი."
გამოსვლა,თავი ოცდამეთორმეტე,21,22,"უთხრა აარონმა: რისხვით ნუ აინთება ჩემი ბატონი. შენც 
		იცი, რომ ბოროტებისკენ არის მიდრეკილი ეს ხალხი.",22,"და ჰრქუა აჰრონ მოსეს: ნუ განრისხნები, უფალო, რამეთუ შენ უწყი სლვა ერისა ამის."
გამოსვლა,თავი ოცდამეთორმეტე,22,23,"მითხრეს: გაგვიკეთე ღმერთები, რომლებიც მიგვიძღოდნენ წინ, 
		რადგან არ ვიცით, რა დაემართა იმ მოსეს, კაცს, რომელმაც ეგვიპტიდან 
		გამოგვიყვანა.",23,"რამეთუ მრქუეს მე: მიქმნენ ჩუენ ღმერთნი, რომელნი წინამიძღოდიან ჩუენ. რამეთუ მოსე, 
კაცი იგი, რომელმან გამომიყვნა ჩუენ ეგჳპტით, არა ვიცით, რაჲ შეემთხჳა მას."
გამოსვლა,თავი ოცდამეთორმეტე,23,24,"მე ვკითხე: ვისა გაქვთ ოქრო? მათაც მოიხსნეს და მე 
		ჩამაბარეს; ცეცხლში ჩავყარე და ეს ხბო გამოვიდა.",24,"და ვარქუ მათ: ვის აქუს ოქროჲ, გამოიღენ. და მომცეს მე და შევაბნიე ცეცხლსა და 
გამოჰჴდა ჴბო ესე."
გამოსვლა,თავი ოცდამეთორმეტე,24,25,"დაინახა მოსემ, რომ გახელებული იყო ეს ხალხი, რომ გაახელა 
		იგი აარონმა მისი მტრებისგან ყბადასაღებად.",25,"და ვითარცა იხილა მოსე ერი, რამეთუ განქარდეს და რამეთუ განაქარვა იგინი აჰრონ 
მოსაცხრომელად მტერთა მათთა."
გამოსვლა,თავი ოცდამეთორმეტე,25,26,"ჩადგა მოსე ბანაკის ჭიშკარში და თქვა: ვინც უფლისაა, 
		ჩემთან! და შეგროვდნენ მასთან ლევიანები.",26,"დადგა მოსე ბჭეთა თანა ბანაკისათა და თქუა: ვინ არს უფლისა კერძო, მოვედინ ჩემდა. 
და შეკრბეს მისა ყოველნი ძენი ლევისანი."
გამოსვლა,თავი ოცდამეთორმეტე,26,27,"უთხრა მათ: ასე ამბობს უფალი, ისრაელის ღმერთი: მახვილი 
		შეიბას ყველამ, მოიარეთ ბანაკი ჭიშკრიდან ჭიშკრამდე და მოკალით ძმამ ძმა, 
		მეგობარმა მეგობარი, ნათესავმა ნათესავი.",27,"და ჰრქუა მათ: ამას იტყჳს უფალი, ღმერთი ისრაჱლისა: შეიბ კაცად-კაცადმან მახჳლი 
წელთა მისთა და განვლეთ და მოაქციეთ ბჭით ბჭედ ბანაკისა მაგისაგან და მოკალნ 
კაცად-კაცადმან ძმა თჳსი და კაცად-კაცადმან მოყუასი თჳსი და კაცად-კაცადმან 
მახლობელი თჳსი."
გამოსვლა,თავი ოცდამეთორმეტე,27,28,"მოსეს სიტყვისამებრ მოიქცნენ ლევიანები, სამი ათასამდე 
		კაცი გაწყდა იმ დღეს.",28,"და ყვეს ძეთა ლევისათა, ვითარცა ეტყოდა მათ მოსე და დაეცნეს მას დღესა შინა 
ოცდასამი ათასი კაცი."
გამოსვლა,თავი ოცდამეთორმეტე,28,29,"თქვა მოსემ: აივსეთ ხელი დღეს უფლისათვის, რადგან კაცი 
		თავისი ძითა და ძმით არის, რათა კურთხევა გადმოვიდეს დღეს თქვენზე.",29,"და ჰრქუა მათ მოსე: აღასრულეთ ჴელითა თქუენითა დღეს უფლისა მიმართ კაცად-კაცადმან 
ძესა თჳსსა ზედა და ძმასა მოცემად თქუენდა კურთხევისა."
გამოსვლა,თავი ოცდამეთორმეტე,29,30,"მეორე დღეს უთხრა მოსემ ხალხს: დიდი ცოდვა გაქვთ 
		ჩადენილი. ახლა ავალ უფალთან, ვინძლო ვაპატიებინო თქვენთვის ეს ცოდვა.",30,"და იყო ხვალისაგან და ჰრქუა მოსე ერსა მას: თქვენ სცოდეთ ცოდვა დიდი და აწ აღვიდე 
მე ღმრთისა, რათა გილხინოს ცოდვათა თქუენთათჳს."
გამოსვლა,თავი ოცდამეთორმეტე,30,31,"დაბრუნდა მოსე უფალთან და უთხრა: დიდი ცოდვა ჩაიდინა ამ 
		ხალხმა: ოქროს ღმერთები გაიკეთა.",31,"მიაქცია მოსე უფლისა და ჰრქუა: გევედრები, უფალო, ცოდა ერმან ამან ცოდვა დიდი და 
იქმნეს თავისა თჳსისა კერპნი ოქროჲსანი და აწ მი-თუ-უტევებ ცოდვათა მათთა, 
მიუტევენ."
გამოსვლა,თავი ოცდამეთორმეტე,31,32,"ახლა მიუტევე მათ ეს ცოდვა, თუ არა და, ამომშალე შენი 
		დაწერილი წიგნიდან.",32,"უკუეთუ არა, აღმჴოცე მეცა წიგნსა მისგან, რომელსა დამწერე."
გამოსვლა,თავი ოცდამეთორმეტე,32,33,"უთხრა უფალმა მოსეს: ვინც მე შემცოდა, იმას ამოვშლი ჩემი 
		წიგნიდან.",33,"და ჰრქუა უფალმან მოსეს: რომელმან ცოდა, აღვჴოცე იგი წიგნისაგან ჩემისა."
გამოსვლა,თავი ოცდამეთორმეტე,33,34,"ახლა წადი და წაიყვანე ხალხი, სადაც გითხარი. აჰა, ჩემი 
		ანგელოზი წაგიძღვება წინ. განკითხვის დღეს მოვკითხავ მათ ცოდვებს.",34,"ხოლო აწ ვიდოდე და წარუძეღუ ერსა მაგას ადგილსა მას, რომელსა გარქუ შენ. აჰა ესერა, 
ანგელოზი ჩემი წარგიძღვეს წინაშე პირსა შენსა, რომელსა დღესა მოვხედო, მოვჴადო მათ 
ზედა ცოდვა მათი."
გამოსვლა,თავი ოცდამეთორმეტე,34,35,"დასაჯა ხალხი უფალმა იმის გამო, რომ გააკეთეს ხბო, 
		რომელიც აარონმა გააკეთა.",35,"და მოვსრა მე უფალმან ერისა მისგან ჴბოჲსა მის საქმისათჳს, რომელი-იგი ქმნა აჰრონ."
გამოსვლა,თავი ოცდამეცამეტე,0,1,"უთხრა უფალმა მოსეს: აიყარეთ აქედან შენ და 
		ეგ ხალხი, ეგვიპტიდან რომ გამოიყვანე, და წადით იმ ქვეყნისკენ, რომელიც 
		აღვუთქვი აბრაამს, ისაკს და იაკობს, შენს შთამომავლობას მივცემ-მეთქი.",1,"და ჰრქუა უფალმან მოსეს: გვალე, აღვედ შენ და 
		ერი ეგე შენი, რომელი გამოიყვანე ქუეყანით ეგჳპტით ქუეყანასა მას, 
		რომლისათჳს ვეფუცე აბრაჰამს, ისაკს და იაკობს და ვარქუ: ნათესავსა თქუენსა 
		მივსცე იგი."
გამოსვლა,თავი ოცდამეცამეტე,1,2,"ანგელოზს წაგიმძღვარებთ წინ და ავყრი 
		ქანაანელებს, ამორეველებს, ხეთეელებს, ფერიზელებს, ხივიელებს და 
		იებუსელებს.",2,"და თანამივავლინო ანგელოზი ჩემი უწინარეს შენსა და 
		განასხნეს ქანანელნი იგი და ამორეველნი, ქეტელნი, და ფერეზელნი, და ეველნი, 
		და გერგესეველნი, და იობოსელნი."
გამოსვლა,თავი ოცდამეცამეტე,2,3,"იმ ქვეყნისაკენ, სადაც ღვარად მოედინება რძე და თაფლი; მე 
		აღარ ვივლი შენს შორის, რადგან თვითრჯული ხალხი ხართ და ვაითუ მოგსპოთ 
		გზაში.",3,"შეგიყვანო შენ ქუეყანასა მას, რომელსა გამოსდის სძე და 
		თაფლი, ხოლო მე არა აღვიდე თქუენ თანა, რამეთუ ერი ეგე ქედფიცხელ არს, რათა 
		არა აღვჴოცნე იგინი გზასა ზედა."
გამოსვლა,თავი ოცდამეცამეტე,3,4,"მოისმინა ხალხმა ეს ავი სიტყვა და იწყო გლოვა, არვის 
		გაუკეთებია სამკაული.",4,"და ესმა ერსა მას სიტყვაჲ ესე ბოროტი და იგლოვდეს გლოვით 
		და არა აღიღეს კაცთა მათ გვამნი."
გამოსვლა,თავი ოცდამეცამეტე,4,5,"უთხრა უფალმა მოსეს: უთხარი ისრაელიანებს: თვითრჯული 
		ხალხი ხართ თქვენ: ერთი წამითაც რომ გავიარო თქვენს შორის, მოგსპობთ. 
		მოიხსენით სამკაულები, მე ვიცი, როგორ უნდა მოგექცეთ.",5,"და ჰრქუა უფალმან მოსეს: არქუ ძეთა ისრაჱლისათა: თქუენ 
		ერი ქედფიცხელ ხართ. ეკრძალენით, ნუუკუე წყლულება სხუაცა მოჰჴდეს თქუენ 
		ზედა და აღგჴოცნე თქუენ და აწ განიძარცვეთ სამოსელი დიდებისა თქუენისა და 
		სამკაულები და გიჩვენო თქუენ, რაჲ-იგი გიყო თქუენ."
